audio_path,name,V,A,gender,duration,discrete_emotion,split_set,transcript
/tmp/CCSEMO/audio/spk142-2-1-92.wav,spk142-2-1-92.wav,-1.0,1.833,F,7.38,sad,train,你那些资金人怎么说？
/tmp/CCSEMO/audio/spk142-2-1-93.wav,spk142-2-1-93.wav,-0.833,2.833,F,5.4,sad,train,我也有时候讨厌我这么敏感性格，别人多说一句什么什么话呢。
/tmp/CCSEMO/audio/spk142-2-1-94.wav,spk142-2-1-94.wav,-0.667,2.333,F,5.54,sad,train,早就会多想怎么怎么样的，也可能只有一天做了个事情。
/tmp/CCSEMO/audio/spk142-2-1-95.wav,spk142-2-1-95.wav,-1.0,2.833,F,6.86,sad,train,我就多想怎么怎么样，怎么怎么样，这个又还有别人做错了。
/tmp/CCSEMO/audio/spk142-2-1-97.wav,spk142-2-1-97.wav,-0.833,3.333,F,6.995,angry,train,哎呦，还是会去自责，但是还是他自己一点都没有自己什么想法，自己他们就是给我那么好评，什么呀？
/tmp/CCSEMO/audio/spk142-2-1-98.wav,spk142-2-1-98.wav,-0.167,2.167,F,6.22,sad,train,比如说吧，我初呃，初中的时候嗯，就初一到初二。
/tmp/CCSEMO/audio/spk142-2-1-99.wav,spk142-2-1-99.wav,-1.0,2.833,F,10.98,surprise,train,嗯，然后有一个女生，我本来跟她是个很好的朋友，但是就后面不知道为什么她看我不爽很奇怪。
/tmp/CCSEMO/audio/spk142-2-1-100.wav,spk142-2-1-100.wav,-1.167,2.833,F,6.3,angry,train,我也没惹他，没招惹他什么的，嗯，他就开始背刺我，然后说什么。
/tmp/CCSEMO/audio/spk142-2-1-101.wav,spk142-2-1-101.wav,0.0,3.0,F,5.8,neutral,train,就比如说他在我面前跟就是讨论嘛，讨论一起一个人。
/tmp/CCSEMO/audio/spk142-2-1-104.wav,spk142-2-1-104.wav,-0.833,3.333,F,6.72,surprise,train,对，而且我们私底下说没有什么别人，嗯，结果他还去跟那个女生不知道为什么。
/tmp/CCSEMO/audio/spk142-2-1-105.wav,spk142-2-1-105.wav,-0.667,3.833,F,5.56,angry,train,就很奇怪，他是跟那个女生说，他明明自己说的女生坏话，他是跟那个女生说是我说的。
/tmp/CCSEMO/audio/spk142-2-1-106.wav,spk142-2-1-106.wav,-0.833,3.167,F,5.75,angry,train,我说他长得丑，嗯，我也没评价他是外貌呢，我只说他不好看，我自己觉得他不好看。
/tmp/CCSEMO/audio/spk142-2-1-107.wav,spk142-2-1-107.wav,0.167,3.333,F,7.33,happy,train,他说我说他长得丑，不好看和丑是两个，只是两个两个级别吧。
/tmp/CCSEMO/audio/spk142-2-1-110.wav,spk142-2-1-110.wav,0.833,3.333,F,5.0,happy,train,然后我那时候还不知道，他去外面跟别人说了，我就在那看戏，我还在看戏呢。
/tmp/CCSEMO/audio/spk142-2-1-112.wav,spk142-2-1-112.wav,0.5,3.167,F,7.64,happy,train,这我也不记不太清楚了，挺过了挺久的了，好像我被好像有人指着我说。
/tmp/CCSEMO/audio/spk142-2-1-113.wav,spk142-2-1-113.wav,-0.833,2.667,F,6.42,surprise,train,就是我不知道那个人是谁，然后我就就很懵，我不知道为什么我也没说他什么。
/tmp/CCSEMO/audio/spk142-2-1-116.wav,spk142-2-1-116.wav,-0.833,2.5,F,7.505,angry,train,嗯，又不记得我说了什么了，好像没刷不好看，我就说他眼睛没那么大对，然后他们就说我长得说我长丑。
/tmp/CCSEMO/audio/spk142-2-1-117.wav,spk142-2-1-117.wav,-0.833,3.5,F,5.48,angry,train,那次我玩之后他就孤立我，呃，就是我我和他有很多共同朋友。
/tmp/CCSEMO/audio/spk142-2-1-118.wav,spk142-2-1-118.wav,0.0,3.0,F,6.43,neutral,train,因为我自己是一个比较内向的人，一开始嗯就是那种别人不主动，我就不主动。
/tmp/CCSEMO/audio/spk142-2-1-119.wav,spk142-2-1-119.wav,-0.667,3.0,F,6.8,sad,train,又交朋友的话，除非遇到我很喜欢的人我才会主动。嗯，然后基本朋友都是他带我认识的。
/tmp/CCSEMO/audio/spk142-2-1-120.wav,spk142-2-1-120.wav,-0.667,2.667,F,7.52,sad,train,嗯，然后呢所以所以很多人都听他的，那时候我就就很多人都不理我了。
/tmp/CCSEMO/audio/spk142-2-1-121.wav,spk142-2-1-121.wav,-0.833,2.667,F,6.3,sad,train,基本就没人跟我走一起。嗯，还有然后那段时间春游的时候。
/tmp/CCSEMO/audio/spk142-2-1-123.wav,spk142-2-1-123.wav,-0.333,3.0,F,5.64,neutral,train,就是我跟他平常也玩的很好的，而且我也不是通过那个人认识他的。
/tmp/CCSEMO/audio/spk142-2-1-124.wav,spk142-2-1-124.wav,0.0,3.333,F,6.76,sad,train,就我们平常也一起玩，然后春游还是什么时候的时候，我们俩本来是站在一起的。
/tmp/CCSEMO/audio/spk142-2-1-125.wav,spk142-2-1-125.wav,-0.667,2.667,F,6.54,disgust,train,就我和我的朋友，结果他就污蔑我那个人，他就突然过来贴在我面朋友旁边。就。
/tmp/CCSEMO/audio/spk142-2-1-126.wav,spk142-2-1-126.wav,-1.0,3.667,F,5.07,angry,train,他就站在我后面，我和我朋友这样站着，所以突然插过来，我没在的时候。
/tmp/CCSEMO/audio/spk142-2-1-127.wav,spk142-2-1-127.wav,-1.0,2.667,F,6.48,angry,train,我就这样贴着，然后我就说我就说你让开，然后就你干嘛呀？
/tmp/CCSEMO/audio/spk142-2-1-128.wav,spk142-2-1-128.wav,-0.5,3.167,F,6.105,neutral,train,我本来就在这的，因为我们本来就是怎么说，我们是换了位置的。
/tmp/CCSEMO/audio/spk142-2-1-129.wav,spk142-2-1-129.wav,-0.833,3.833,F,7.47,angry,train,本来他在这，然后不怎么说呢，反正是我们是换了位置的，然后他就说我本来就站这的呀。
/tmp/CCSEMO/audio/spk142-2-1-130.wav,spk142-2-1-130.wav,-0.833,3.5,F,5.66,angry,train,然后我说那但是我们已经换位置了，他说他又不走，我觉得很生气。
/tmp/CCSEMO/audio/spk142-2-1-131.wav,spk142-2-1-131.wav,-0.833,3.5,F,7.68,disgust,train,而且还要贴着他讲话，嗯，就是我跟谁走在一起，他都会过去贴，就是跟他讲一句话。
/tmp/CCSEMO/audio/spk142-2-1-132.wav,spk142-2-1-132.wav,-1.0,3.5,F,5.339,angry,train,把他带走什么的感觉，这不就专门孤立我吗？还要把我的唯一的朋友带走。
/tmp/CCSEMO/audio/spk142-2-1-133.wav,spk142-2-1-133.wav,-1.167,3.5,F,6.371,angry,train,特别生气，然后我说让卡口挤他一下，然后不小心踩到他的脚也没亲。
/tmp/CCSEMO/audio/spk142-2-1-134.wav,spk142-2-1-134.wav,0.333,3.667,F,6.2,happy,train,也不是很重，就轻轻踩了他下他的鞋，嗯，就就然后就这样倒。
/tmp/CCSEMO/audio/spk142-2-1-135.wav,spk142-2-1-135.wav,0.833,3.667,F,6.78,happy,train,好像要穿蹲，象有人把他捂脸脸上哭哭。然后然后一群人围过来说怎么了？
/tmp/CCSEMO/audio/spk142-2-1-137.wav,spk142-2-1-137.wav,-1.0,3.833,F,6.45,angry,train,你干嘛？这么久又在那哭，我也不清楚，我没有踩疼他吧，就踩了下他的鞋边缘那里。
/tmp/CCSEMO/audio/spk142-2-1-138.wav,spk142-2-1-138.wav,-0.833,3.5,F,5.9,disgust,train,嗯，我很清楚，你踩他的脚嗯，你看不清吗？被一堆人围在旁边。
/tmp/CCSEMO/audio/spk142-2-1-139.wav,spk142-2-1-139.wav,-1.0,3.333,F,6.81,angry,train,我觉我觉得好生气啊，我就是站在那里，我一个人在那里特别无助，因为我本来也没错。
/tmp/CCSEMO/audio/spk142-2-1-142.wav,spk142-2-1-142.wav,-0.5,2.5,F,5.84,disgust,train,所以我觉得很多人他们都挺不要脸的呀，嗯是他们自己的错，但是我为什么还要自己。
/tmp/CCSEMO/audio/spk142-2-1-143.wav,spk142-2-1-143.wav,-1.0,2.833,F,8.32,sad,train,但是我就这样的人，我也不知道为什么，我也不能很很确定的承认他就是他的错。
/tmp/CCSEMO/audio/spk142-2-1-144.wav,spk142-2-1-144.wav,-0.333,3.333,F,5.23,angry,train,我也没我也不需要自责，我也不会这么想，我基本就是形容自己。
/tmp/CCSEMO/audio/spk142-2-1-146.wav,spk142-2-1-146.wav,-0.667,3.5,F,5.63,surprise,train,这个这个我是不知道，我觉得很莫名其妙。
/tmp/CCSEMO/audio/spk142-2-1-147.wav,spk142-2-1-147.wav,-1.0,3.833,F,5.78,angry,train,而且最气人的是我最后还跟他道歉了，我还跟他和好了，就像我来来回回几次。
/tmp/CCSEMO/audio/spk142-2-1-148.wav,spk142-2-1-148.wav,-1.0,3.167,F,6.09,angry,train,类似我几次，我还跟他和好，我觉得我真的是感觉那时候很没用。
/tmp/CCSEMO/audio/spk142-2-1-150.wav,spk142-2-1-150.wav,-0.833,3.0,F,7.06,sad,train,现在我们已经毕业了，然后初中初中结束了，本还是我初中朋友初三的时候就看清他了。
/tmp/CCSEMO/audio/spk142-2-1-151.wav,spk142-2-1-151.wav,-1.0,3.0,F,6.32,angry,train,然后我就觉得爱学校怎就教怎么样吧，而且他很想明面，明面让装背地里说坏话。
/tmp/CCSEMO/audio/spk142-2-1-153.wav,spk142-2-1-153.wav,-0.333,3.167,F,6.18,neutral,train,幺三初三的时候又毕业，我的很多朋友都看清，就看起来真面目了。
/tmp/CCSEMO/audio/spk142-2-1-155.wav,spk142-2-1-155.wav,-0.833,3.667,F,5.82,angry,train,他们初三才知道，我不要他们孤立那么久，甚至他们在帮他的时候。
/tmp/CCSEMO/audio/spk142-2-1-156.wav,spk142-2-1-156.wav,-0.667,3.5,F,5.94,surprise,train,现在跟他们还是好朋友，嗯，但是我觉得没必要为这点就失去我一些朋友吧，不然我在初中没什么朋友。
/tmp/CCSEMO/audio/spk142-2-1-157.wav,spk142-2-1-157.wav,-0.667,2.833,F,8.4,sad,train,那时候就是很矛盾，有时候虽然跟别人闹不愉快，但是我总会觉得没必要为了这这点，小事就绝交什么。
/tmp/CCSEMO/audio/spk142-2-1-158.wav,spk142-2-1-158.wav,0.0,2.833,F,6.985,neutral,train,我还跟那个我该我怎么称他，我想一下。
/tmp/CCSEMO/audio/spk142-2-1-159.wav,spk142-2-1-159.wav,-0.667,3.0,F,7.7,angry,train,我也不知道该怎么称呼他，反正你知道是他就好，就是就那个被揍的人，其实我跟他讨论过很多次了。
/tmp/CCSEMO/audio/spk142-2-1-160.wav,spk142-2-1-160.wav,-0.833,3.0,F,5.0,angry,train,我问他，有时候问他，为什么为什么你会这样对我，我做错什么了吗？
/tmp/CCSEMO/audio/spk142-2-1-161.wav,spk142-2-1-161.wav,-0.833,3.167,F,6.1,angry,train,我可以沟通一下，我很真诚的去问，他他就说没做错什么呀？
/tmp/CCSEMO/audio/spk142-2-1-162.wav,spk142-2-1-162.wav,-0.833,3.833,F,6.31,angry,train,有有就是有，有时候就说你太敏感了吧，我没有孤励你啊，然后说嘛，那你为什么不理我。
/tmp/CCSEMO/audio/spk142-2-1-163.wav,spk142-2-1-163.wav,-0.833,3.167,F,5.4,angry,train,他说没有不理我呀，我可能去忙了一点吧，但是其实他就是没没理我，不理我什么的。
/tmp/CCSEMO/audio/spk142-2-1-164.wav,spk142-2-1-164.wav,-0.667,2.667,F,5.47,disgust,train,嗯，就是喜欢装爱装，然后私底下又说会画什么的。
/tmp/CCSEMO/audio/spk142-2-1-165.wav,spk142-2-1-165.wav,0.833,3.333,F,7.57,happy,train,后面也这样子的，我就想他爱装，那我也跟他装一下，然后我们就开始音乐上假兮兮的演戏了。
/tmp/CCSEMO/audio/spk142-2-1-166.wav,spk142-2-1-166.wav,-0.667,3.0,F,6.6,disgust,train,他碰到我说哎呀，嘿什么什么就就就很虚伪，然后我也我也这样子对他我就虚伪虚伪。
/tmp/CCSEMO/audio/spk142-2-1-167.wav,spk142-2-1-167.wav,-0.333,2.5,F,5.33,sad,train,对我后面毕业把它把它删了吧，还是还是免打扰，我，还是忘了。
/tmp/CCSEMO/audio/spk142-2-1-168.wav,spk142-2-1-168.wav,-0.667,2.667,F,4.62,sad,train,但是我经历过很多段友谊，嗯，我感觉自己多少也是有点问题。
/tmp/CCSEMO/audio/spk142-2-1-169.wav,spk142-2-1-169.wav,-0.667,2.667,F,4.72,sad,train,可能是我太敏感了，感觉别人做什么都是主，让我想一下。
/tmp/CCSEMO/audio/spk142-2-1-170.wav,spk142-2-1-170.wav,0.0,3.0,F,5.65,neutral,train,之所以觉得自己有有问题，就是感觉每段每段友谊。
/tmp/CCSEMO/audio/spk142-2-1-171.wav,spk142-2-1-171.wav,-0.667,3.0,F,5.16,disgust,train,就每个每个人的友谊之间都有点奇怪的地方，让我有点不喜欢他。
/tmp/CCSEMO/audio/spk142-2-1-173.wav,spk142-2-1-173.wav,-0.5,3.333,F,7.8,disgust,train,是每段吧就是很多段，基本大多数百分之九十九这样子嗯，都感觉我不喜欢他的点。
/tmp/CCSEMO/audio/spk142-2-1-174.wav,spk142-2-1-174.wav,-0.167,3.167,F,9.66,neutral,train,但总感觉没必要，这因为这点就绝交什么的，不喜欢他什么的。嗯，比如说比如说我以前在学校的好朋友。
/tmp/CCSEMO/audio/spk142-2-1-176.wav,spk142-2-1-176.wav,0.167,3.167,F,5.3,neutral,train,现在分班了，我也不去学校了，他的另一另外一个人，就是以前我跟他说过。
/tmp/CCSEMO/audio/spk142-2-1-177.wav,spk142-2-1-177.wav,-1.0,3.333,F,6.9,disgust,train,我感觉他看我不怎么爽，就是我跟他说，感觉他对我们有点点，怎么说。
/tmp/CCSEMO/audio/spk142-2-1-179.wav,spk142-2-1-179.wav,-0.833,3.333,F,5.795,disgust,train,他就跟他特别熟，熟且我也也不是喜喜欢那个人我就这么感觉。
/tmp/CCSEMO/audio/spk142-2-1-180.wav,spk142-2-1-180.wav,-0.333,2.667,F,6.57,sad,train,但是我知道这是很正常的，虽然说我心有点就算他交什么朋友。
/tmp/CCSEMO/audio/spk142-2-1-181.wav,spk142-2-1-181.wav,-0.167,3.0,F,5.02,neutral,train,就是跟他特别好，我心里也是有点难受，不过我知道这很正常。
/tmp/CCSEMO/audio/spk142-2-1-182.wav,spk142-2-1-182.wav,-0.5,3.167,F,4.16,angry,train,毕竟我都不去学校，不跟他交往，凭什么他不能找个新的更好的朋友？
/tmp/CCSEMO/audio/spk142-2-1-183.wav,spk142-2-1-183.wav,-0.667,2.333,F,11.37,sad,train,有时候感觉我想的特别多，就比如我举个例子吧，有一次嗯一次小组就是想要讲PPT.
/tmp/CCSEMO/audio/spk142-2-1-186.wav,spk142-2-1-186.wav,0.0,2.833,F,6.98,neutral,train,然后呢，他他在我们就没有提前排练。好，我的工作是提就是临时搬进去的。
/tmp/CCSEMO/audio/spk142-2-1-189.wav,spk142-2-1-189.wav,-0.167,3.0,F,5.9,surprise,train,他说现在上去，然后我就去讲，然后那个男生他就他就很奇怪。
/tmp/CCSEMO/audio/spk142-2-1-190.wav,spk142-2-1-190.wav,-0.833,3.0,F,6.06,surprise,train,为什么突然上来了？然后呢，他就觉得我没有提提前讲，为什么我突然上来了？
/tmp/CCSEMO/audio/spk142-2-1-191.wav,spk142-2-1-191.wav,-0.667,3.5,F,8.14,sad,train,可能觉得我有临时抢风头那种感觉吧，我我个人这么觉得的，然后然后我就想跟他说。
/tmp/CCSEMO/audio/spk142-2-1-193.wav,spk142-2-1-193.wav,0.0,3.0,F,6.9,neutral,train,然后我就手忙脚乱，因为我一开始我工作是辅助他的，他主讲，然后我我来补充一些。
/tmp/CCSEMO/audio/spk142-2-1-195.wav,spk142-2-1-195.wav,-0.833,3.333,F,5.5,angry,train,我我工作写字的，嗯，然后那个奶的公司讲的，嗯，但是还在下下去了。
/tmp/CCSEMO/audio/spk142-2-1-196.wav,spk142-2-1-196.wav,-0.833,3.5,F,5.325,fear,train,我不可能光写字，然后开始临时发挥，我可能太太紧张了，因为我本来就不需要讲。
/tmp/CCSEMO/audio/spk142-2-1-197.wav,spk142-2-1-197.wav,1.0,3.167,F,5.94,happy,train,然后我就在那乱讲一通，然后很多个东西都写错了，是。
/tmp/CCSEMO/audio/spk142-2-1-200.wav,spk142-2-1-200.wav,-0.833,3.0,F,7.89,angry,train,还要上去抢房，不干嘛，他就有点不爽。他就说然后我自己也觉得我可能可能做有点不太对呀。
/tmp/CCSEMO/audio/spk142-2-1-201.wav,spk142-2-1-201.wav,-1.0,3.333,F,6.88,sad,train,虽然是组长好上去，但是我打扰他了，我就跟他道歉，我说对不起啊，我本来是想我们两个人一起弄的。
/tmp/CCSEMO/audio/spk142-2-1-202.wav,spk142-2-1-202.wav,-0.667,3.667,F,5.67,angry,train,但是你下去了，我可能没说清楚嗯，他就有点怎么说呢？
/tmp/CCSEMO/audio/spk142-2-1-203.wav,spk142-2-1-203.wav,-0.667,3.833,F,5.84,angry,train,他没跟我说没关系，他就有点可能有点不爽吧。
/tmp/CCSEMO/audio/spk142-2-1-204.wav,spk142-2-1-204.wav,-0.833,3.833,F,5.04,angry,train,我至至少我自己感觉他有点不爽，因为他没有说没关系，我觉得正常人都说是没关系。
/tmp/CCSEMO/audio/spk142-2-1-205.wav,spk142-2-1-205.wav,-1.0,3.333,F,8.36,angry,train,然后呢，旁边另另外组员，他就说没关系没关系，就是他他就是没有说我这个人，就是感觉跟他道歉。
/tmp/CCSEMO/audio/spk142-2-1-206.wav,spk142-2-1-206.wav,0.0,3.333,F,6.62,surprise,train,得不到回应，就有点有点奇怪，嗯，可能就是他不愿意，他觉得我还是做错了什么什么。
/tmp/CCSEMO/audio/spk142-2-1-208.wav,spk142-2-1-208.wav,-0.333,3.167,F,6.34,angry,train,然后后面我就想了想，我就在想我竟然在想，我说组长为什么没有跟他解释？
/tmp/CCSEMO/audio/spk142-2-1-209.wav,spk142-2-1-209.wav,-0.5,3.167,F,5.08,angry,train,就是他让我上了台，就是我感觉这并不是我的错，我只是听组长而已。
/tmp/CCSEMO/audio/spk142-2-1-210.wav,spk142-2-1-210.wav,-0.5,3.333,F,6.0,angry,train,但是我觉得这种事情也不用特意讲出来，不然显得我很小家子气，就感觉把错误推卸到别人身上一样。
/tmp/CCSEMO/audio/spk142-2-1-211.wav,spk142-2-1-211.wav,-1.333,4.0,F,5.52,angry,train,但是我就要拼命想，为什么组长没有说他不考虑周全点吗？要是我的话，我肯定会为他解释。
/tmp/CCSEMO/audio/spk142-2-1-212.wav,spk142-2-1-212.wav,-1.167,3.667,F,5.82,angry,train,为什么把错推到我身上？现在那个男的看我不爽了，就我现在就感觉可能就得罪了一个人。
/tmp/CCSEMO/audio/spk142-2-1-213.wav,spk142-2-1-213.wav,-0.833,3.667,F,5.32,surprise,train,我就跟我朋友说了这件事情，他说你想太多了吧。
/tmp/CCSEMO/audio/spk142-2-1-215.wav,spk142-2-1-215.wav,-0.667,3.5,F,6.37,surprise,train,我在想这个问题我就想那个我是不是给那个男的造成不好印象啊，我是不是还不爽啊，但是我跟他道歉了。
/tmp/CCSEMO/audio/spk142-2-1-282.wav,spk142-2-1-282.wav,0.667,2.667,F,5.32,happy,train,比如说以前体育也挺好，也不算爱好吧。嗯前两天我也家里，我可能唱个歌吧。
/tmp/CCSEMO/audio/spk142-2-1-285.wav,spk142-2-1-285.wav,-0.333,3.0,F,5.5,neutral,train,膝盖都会痛，可能吧，我也没走过。嗯，因为我已经特别久，没有没有出门了。
/tmp/CCSEMO/audio/spk142-2-1-286.wav,spk142-2-1-286.wav,0.0,2.833,F,6.68,neutral,train,嗯，然后有时候在家里突然起床就会头晕眼花的。
/tmp/CCSEMO/audio/spk142-2-1-288.wav,spk142-2-1-288.wav,0.833,3.167,F,5.74,happy,train,呃，我有想过练琴，我好像也行动过吧。嗯就是我想弹琴。
/tmp/CCSEMO/audio/spk142-2-1-289.wav,spk142-2-1-289.wav,-0.333,2.667,F,6.61,sad,train,但是我现在毅力，就是我现在你知道的，我现在难以行动。
/tmp/CCSEMO/audio/spk142-2-1-290.wav,spk142-2-1-290.wav,0.0,2.833,F,5.255,neutral,train,嗯，然后呢，我就算打开钢琴谱，然后摆那钢琴那里弹一会。
/tmp/CCSEMO/audio/spk142-2-1-291.wav,spk142-2-1-291.wav,0.0,2.833,F,5.08,neutral,train,我也不可能把整首曲子练下来。嗯，虽然说我想练，但是我练不下来。
/tmp/CCSEMO/audio/spk142-2-1-292.wav,spk142-2-1-292.wav,-0.333,2.667,F,6.35,neutral,train,嗯，但是一笔钱的话，我在家里都会，比如说在学校一回家。
/tmp/CCSEMO/audio/spk142-2-1-295.wav,spk142-2-1-295.wav,-0.167,3.333,F,4.22,disgust,train,然后就不行了，感觉做不下去了，太难了，承受其辞，我谈不下来。
/tmp/CCSEMO/audio/spk142-2-1-296.wav,spk142-2-1-296.wav,0.0,2.833,F,8.5,neutral,train,嗯，比如说我弹那个曲子要重新开始，我以前的谱子也忘了。嗯，以前我的小学时候练钢琴一首歌。
/tmp/CCSEMO/audio/spk142-2-1-297.wav,spk142-2-1-297.wav,0.333,3.0,F,7.41,neutral,train,曲子至少练一个星期，嗯，现在有钱在家的话，可能要练一整天才能把它练好嗯。
/tmp/CCSEMO/audio/spk142-2-1-300.wav,spk142-2-1-300.wav,-0.333,2.833,F,8.25,sad,train,当时跟钢琴老师闹脾气，因为我的钢琴老师很严格。嗯，那时候就比如说我做了什么错事，他会会。
/tmp/CCSEMO/audio/spk142-2-1-301.wav,spk142-2-1-301.wav,-0.667,2.833,F,5.38,sad,train,罚抄我罚琴谱就很长那种，罚抄抄两遍，嗯，我就特别想哭。
/tmp/CCSEMO/audio/spk142-2-1-303.wav,spk142-2-1-303.wav,0.333,3.167,F,6.28,happy,train,他回家，然后他就说不行，这套没用，赶紧给我抄完才能回家，然后我就特别生气。
/tmp/CCSEMO/audio/spk142-2-1-305.wav,spk142-2-1-305.wav,0.333,3.333,F,5.58,happy,train,然后面也是转走了，嗯，然后我特别生气，特别生气，我的手大不了不行啊。
/tmp/CCSEMO/audio/spk142-2-1-306.wav,spk142-2-1-306.wav,0.833,3.5,F,5.36,happy,train,啊，然后我就跑了，因为我我家离那个琴房特别近，然后我就跑回。
/tmp/CCSEMO/audio/spk142-2-1-308.wav,spk142-2-1-308.wav,-0.5,3.333,F,6.34,disgust,train,他说你确定吗，当时我还小着，特别要貔酒，不学了。其实当时是因为那个乐理太难了。
/tmp/CCSEMO/audio/spk142-2-1-309.wav,spk142-2-1-309.wav,-1.0,3.0,F,5.01,disgust,train,我就不想学，只单纯不想学乐理，这是年纪小了。
/tmp/CCSEMO/audio/spk142-2-1-310.wav,spk142-2-1-310.wav,0.0,3.0,F,6.325,neutral,train,后来跟我一起学钢琴，那个同学他问我，老师问你是不学钢琴呢，还是不学乐理了？
/tmp/CCSEMO/audio/spk142-2-1-311.wav,spk142-2-1-311.wav,-0.333,3.5,F,5.76,angry,train,我就一赌气，又想到钢琴老师，对我那么那么残忍，他把我唱那么多遍琴谱。
/tmp/CCSEMO/audio/spk142-2-1-313.wav,spk142-2-1-313.wav,-0.667,3.0,F,7.835,disgust,train,转去另一家学，因为我对钢琴是挺喜欢的，嗯，我是不喜欢那个老师太严格了，但是我妈不让她说。
/tmp/CCSEMO/audio/spk142-2-1-314.wav,spk142-2-1-314.wav,-1.0,3.833,F,5.78,angry,train,他说你要学钢琴就在那家学，你要是想转走，我没可能要不学，要不就就在那家学。
/tmp/CCSEMO/audio/spk142-2-1-317.wav,spk142-2-1-317.wav,1.0,3.0,F,6.24,happy,train,比如还挺有用的，对，他他他严格是严格，但是他确实他们教好。
/tmp/CCSEMO/audio/spk142-2-1-319.wav,spk142-2-1-319.wav,0.667,2.833,F,7.35,happy,train,基础还在，但是很困难了。就是以前以前读虎一下子就喊出来，现在。
/tmp/CCSEMO/audio/spk142-2-1-321.wav,spk142-2-1-321.wav,0.333,2.5,F,4.145,sad,train,钢琴不难的，你只要他只要会吐谱就行。
/tmp/CCSEMO/audio/spk142-2-1-322.wav,spk142-2-1-322.wav,0.0,3.167,F,5.2,neutral,train,不然现在最后悔就是考级，考了一半，我本来要考，我本来考完四级，我就我考。
/tmp/CCSEMO/audio/spk142-2-1-323.wav,spk142-2-1-323.wav,-0.333,2.5,F,4.48,sad,train,我要考六级五级的，嗯，那是我就一赌气，我就不可，我就没学。
/tmp/CCSEMO/audio/spk142-2-1-324.wav,spk142-2-1-324.wav,-0.667,2.5,F,7.76,sad,train,主要是我太容易放弃了，我老是太把自己当回事了。那时候总觉得我那时候不学的时候就是。
/tmp/CCSEMO/audio/spk142-2-1-326.wav,spk142-2-1-326.wav,0.167,3.0,F,5.175,neutral,train,我说他只要他过来跟我说，以后不让我抄，我不罚抄了，我就回去，然后什么的。
/tmp/CCSEMO/audio/spk142-2-1-330.wav,spk142-2-1-330.wav,-0.333,3.0,F,6.86,neutral,train,我要退。然后呢，当时我自己感觉自己在合唱团里很了不起，怎么样的老师肯定不让我退。
/tmp/CCSEMO/audio/spk142-2-1-331.wav,spk142-2-1-331.wav,-0.667,3.333,F,5.72,surprise,train,他肯定会问我原因，老师一挥手就就让我退了，不知道为什么嗯，他其他人给我问原因。
/tmp/CCSEMO/audio/spk142-2-1-332.wav,spk142-2-1-332.wav,-0.333,3.333,F,5.14,surprise,train,你为什么就我一个人没有，他直接让我退了，当时就好奇怪呀。
/tmp/CCSEMO/audio/spk142-2-1-333.wav,spk142-2-1-333.wav,-0.5,3.333,F,5.875,surprise,train,我特别奇怪，虽然是我真的想退，是我特别奇怪，为什么老师直接让我退的后面一想。
/tmp/CCSEMO/audio/spk142-2-1-337.wav,spk142-2-1-337.wav,0.0,2.833,F,3.26,neutral,train,然后然后学习吧。
/tmp/CCSEMO/audio/spk142-2-1-338.wav,spk142-2-1-338.wav,0.5,3.167,F,4.42,happy,train,但是我心里还是有点落差感，不过后面不过后面就好起来。
/tmp/CCSEMO/audio/spk142-2-1-339.wav,spk142-2-1-339.wav,0.5,3.0,F,4.8,happy,train,就那么一就那么一会儿吧，嗯后面没什么纠结，退了也好。
/tmp/CCSEMO/audio/spk142-3-1-140.wav,spk142-3-1-140.wav,-0.5,2.833,F,5.81,sad,train,总是因为我这种耽误越来越严重，越来越严重，是我我自己造成的。
/tmp/CCSEMO/audio/spk142-3-1-141.wav,spk142-3-1-141.wav,-0.667,2.167,F,3.16,surprise,train,好奇怪呀，我不知道为什么这样子嗯。
/tmp/CCSEMO/audio/spk142-3-1-142.wav,spk142-3-1-142.wav,-0.667,2.167,F,6.28,sad,train,问他会觉得怎么说呢？
/tmp/CCSEMO/audio/spk142-3-1-143.wav,spk142-3-1-143.wav,-0.833,1.833,F,3.735,sad,train,我觉得有点复杂嗯。
/tmp/CCSEMO/audio/spk142-3-1-144.wav,spk142-3-1-144.wav,-0.667,3.0,F,5.28,sad,train,就会觉得他怎么醒，这么久不回来了，一个人好无聊啊。
/tmp/CCSEMO/audio/spk142-3-1-145.wav,spk142-3-1-145.wav,-0.167,2.5,F,5.56,sad,train,我也想他，然后我会觉得他，你叔傅家里出什么事情？
/tmp/CCSEMO/audio/spk142-3-1-147.wav,spk142-3-1-147.wav,-0.333,3.0,F,3.865,sad,train,就是很多我自己对人际关系理解，还有我自己特别多。
/tmp/CCSEMO/audio/spk142-3-1-148.wav,spk142-3-1-148.wav,-0.833,3.167,F,5.93,sad,train,不，当时我去上学，我去我有一种愧疚感，我感得很对不起。我朋友，我说你可以去上学的。
/tmp/CCSEMO/audio/spk142-3-1-150.wav,spk142-3-1-150.wav,-0.667,2.667,F,5.19,disgust,train,其是后面我就会觉得嗯，但是我自己都不怎么样了，我还管他呢。
/tmp/CCSEMO/audio/spk142-3-1-152.wav,spk142-3-1-152.wav,-0.333,2.333,F,5.09,sad,train,这么说来，其实我一开始没什么想请假。嗯嗯。
