audio_path,name,V,A,gender,duration,discrete_emotion,split_set
/tmp/CCSEMO/audio/spk99-4-1-35.wav,spk99-4-1-35.wav,-0.833,3.5,F,7.180,sad,train
/tmp/CCSEMO/audio/spk99-4-1-36.wav,spk99-4-1-36.wav,-0.833,2.167,F,7.400,sad,train
/tmp/CCSEMO/audio/spk99-4-1-37.wav,spk99-4-1-37.wav,-0.167,3.0,F,5.395,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-38.wav,spk99-4-1-38.wav,-0.333,2.667,F,5.280,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-39.wav,spk99-4-1-39.wav,-0.333,2.667,F,5.840,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-40.wav,spk99-4-1-40.wav,-0.667,2.667,F,7.790,sad,train
/tmp/CCSEMO/audio/spk99-4-1-42.wav,spk99-4-1-42.wav,-0.667,1.667,F,5.345,sad,train
/tmp/CCSEMO/audio/spk99-4-1-44.wav,spk99-4-1-44.wav,0.333,3.0,F,5.080,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-45.wav,spk99-4-1-45.wav,-0.333,2.667,F,3.060,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-46.wav,spk99-4-1-46.wav,0.0,3.0,F,4.460,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-47.wav,spk99-4-1-47.wav,0.0,3.0,F,5.160,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-49.wav,spk99-4-1-49.wav,-0.167,2.833,F,3.120,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-50.wav,spk99-4-1-50.wav,-0.167,3.167,F,6.590,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-53.wav,spk99-4-1-53.wav,-1.0,2.167,F,3.160,sad,train
/tmp/CCSEMO/audio/spk99-4-1-54.wav,spk99-4-1-54.wav,-1.167,2.167,F,3.860,sad,train
/tmp/CCSEMO/audio/spk99-4-1-56.wav,spk99-4-1-56.wav,-0.333,2.333,F,5.960,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-59.wav,spk99-4-1-59.wav,-0.333,2.333,F,9.310,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-60.wav,spk99-4-1-60.wav,-0.167,2.833,F,4.240,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-61.wav,spk99-4-1-61.wav,-0.333,2.333,F,5.630,sad,train
/tmp/CCSEMO/audio/spk99-4-1-62.wav,spk99-4-1-62.wav,-0.333,2.667,F,5.200,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-102.wav,spk99-4-1-102.wav,-0.167,2.833,F,9.380,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-103.wav,spk99-4-1-103.wav,-0.5,2.0,F,5.380,sad,train
/tmp/CCSEMO/audio/spk99-4-1-104.wav,spk99-4-1-104.wav,-0.5,2.833,F,6.560,sad,train
/tmp/CCSEMO/audio/spk99-4-1-105.wav,spk99-4-1-105.wav,-0.333,3.333,F,7.020,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-106.wav,spk99-4-1-106.wav,-0.667,2.167,F,7.920,sad,train
/tmp/CCSEMO/audio/spk99-4-1-107.wav,spk99-4-1-107.wav,-0.667,2.5,F,5.875,sad,train
/tmp/CCSEMO/audio/spk99-4-1-108.wav,spk99-4-1-108.wav,-0.833,1.833,F,7.700,sad,train
/tmp/CCSEMO/audio/spk99-4-1-109.wav,spk99-4-1-109.wav,-0.833,2.167,F,8.180,sad,train
/tmp/CCSEMO/audio/spk99-4-1-110.wav,spk99-4-1-110.wav,-0.667,2.333,F,6.810,sad,train
/tmp/CCSEMO/audio/spk99-4-1-111.wav,spk99-4-1-111.wav,-0.167,3.0,F,5.560,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-112.wav,spk99-4-1-112.wav,-0.333,3.0,F,8.880,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-113.wav,spk99-4-1-113.wav,-0.333,2.667,F,3.540,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-115.wav,spk99-4-1-115.wav,-0.5,3.667,F,8.115,surprise,train
/tmp/CCSEMO/audio/spk99-4-1-116.wav,spk99-4-1-116.wav,-0.333,3.333,F,6.200,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-117.wav,spk99-4-1-117.wav,-0.5,2.833,F,5.700,sad,train
/tmp/CCSEMO/audio/spk99-4-1-118.wav,spk99-4-1-118.wav,-0.333,2.667,F,5.175,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-119.wav,spk99-4-1-119.wav,0.0,3.333,F,5.460,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-120.wav,spk99-4-1-120.wav,-0.333,3.333,F,5.120,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-121.wav,spk99-4-1-121.wav,0.167,3.0,F,6.835,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-123.wav,spk99-4-1-123.wav,-1.0,2.5,F,6.300,sad,train
/tmp/CCSEMO/audio/spk99-4-1-124.wav,spk99-4-1-124.wav,0.0,3.0,F,7.820,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-125.wav,spk99-4-1-125.wav,-0.5,3.0,F,6.580,sad,train
/tmp/CCSEMO/audio/spk99-4-1-126.wav,spk99-4-1-126.wav,-0.333,3.167,F,5.540,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-128.wav,spk99-4-1-128.wav,-0.333,3.333,F,7.300,sad,train
/tmp/CCSEMO/audio/spk99-4-1-131.wav,spk99-4-1-131.wav,-0.333,3.333,F,5.280,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-132.wav,spk99-4-1-132.wav,0.0,3.0,F,3.705,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-133.wav,spk99-4-1-133.wav,-0.667,2.0,F,4.660,sad,train
/tmp/CCSEMO/audio/spk99-4-1-137.wav,spk99-4-1-137.wav,-1.167,2.5,F,5.660,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-138.wav,spk99-4-1-138.wav,-0.833,2.833,F,4.120,sad,train
/tmp/CCSEMO/audio/spk99-4-1-139.wav,spk99-4-1-139.wav,-0.333,2.333,F,4.935,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-140.wav,spk99-4-1-140.wav,-0.5,2.333,F,6.160,sad,train
/tmp/CCSEMO/audio/spk99-4-1-142.wav,spk99-4-1-142.wav,-0.167,3.333,F,6.060,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-143.wav,spk99-4-1-143.wav,-0.667,2.167,F,5.445,sad,train
/tmp/CCSEMO/audio/spk99-4-1-148.wav,spk99-4-1-148.wav,-0.333,3.0,F,5.920,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-164.wav,spk99-4-1-164.wav,-0.667,2.333,F,5.610,sad,train
/tmp/CCSEMO/audio/spk99-4-1-165.wav,spk99-4-1-165.wav,-0.667,2.667,F,5.580,sad,train
/tmp/CCSEMO/audio/spk99-4-1-167.wav,spk99-4-1-167.wav,-0.833,2.167,F,4.160,sad,train
/tmp/CCSEMO/audio/spk99-4-1-168.wav,spk99-4-1-168.wav,-0.5,2.5,F,7.260,sad,train
/tmp/CCSEMO/audio/spk99-4-1-169.wav,spk99-4-1-169.wav,-0.5,2.667,F,7.240,sad,train
/tmp/CCSEMO/audio/spk99-4-1-170.wav,spk99-4-1-170.wav,-0.333,3.667,F,6.780,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-172.wav,spk99-4-1-172.wav,-0.5,2.833,F,5.250,sad,train
/tmp/CCSEMO/audio/spk99-4-1-174.wav,spk99-4-1-174.wav,-0.333,2.833,F,8.640,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-175.wav,spk99-4-1-175.wav,-0.167,3.167,F,5.910,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-176.wav,spk99-4-1-176.wav,-0.833,3.167,F,5.200,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-177.wav,spk99-4-1-177.wav,-0.167,3.167,F,4.740,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-178.wav,spk99-4-1-178.wav,-0.167,3.5,F,5.635,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-180.wav,spk99-4-1-180.wav,-1.0,3.667,F,4.980,angry,train
/tmp/CCSEMO/audio/spk99-4-1-181.wav,spk99-4-1-181.wav,0.0,3.0,F,7.620,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-182.wav,spk99-4-1-182.wav,-0.333,3.333,F,5.380,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-183.wav,spk99-4-1-183.wav,-1.0,4.0,F,4.860,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-184.wav,spk99-4-1-184.wav,-0.667,3.333,F,5.725,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-185.wav,spk99-4-1-185.wav,-0.333,3.667,F,5.040,angry,train
/tmp/CCSEMO/audio/spk99-4-1-189.wav,spk99-4-1-189.wav,-0.333,3.0,F,4.020,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-190.wav,spk99-4-1-190.wav,-0.5,1.833,F,4.075,sad,train
/tmp/CCSEMO/audio/spk99-4-1-191.wav,spk99-4-1-191.wav,-0.5,3.667,F,6.100,disgust,train
/tmp/CCSEMO/audio/spk99-4-1-192.wav,spk99-4-1-192.wav,-0.667,2.667,F,5.260,sad,train
/tmp/CCSEMO/audio/spk99-4-1-193.wav,spk99-4-1-193.wav,-0.333,2.833,F,8.060,sad,train
/tmp/CCSEMO/audio/spk99-4-1-194.wav,spk99-4-1-194.wav,-0.5,2.5,F,6.950,sad,train
/tmp/CCSEMO/audio/spk99-4-1-195.wav,spk99-4-1-195.wav,-0.333,2.5,F,6.220,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-200.wav,spk99-4-1-200.wav,-0.667,3.0,F,5.640,fear,train
/tmp/CCSEMO/audio/spk99-4-1-201.wav,spk99-4-1-201.wav,-0.833,4.167,F,6.320,fear,train
/tmp/CCSEMO/audio/spk99-4-1-202.wav,spk99-4-1-202.wav,-0.333,2.833,F,5.940,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-203.wav,spk99-4-1-203.wav,-0.333,3.333,F,8.910,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-205.wav,spk99-4-1-205.wav,0.0,3.333,F,4.035,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-206.wav,spk99-4-1-206.wav,-0.333,2.5,F,5.280,sad,train
/tmp/CCSEMO/audio/spk99-4-1-207.wav,spk99-4-1-207.wav,-1.0,2.333,F,7.440,sad,train
/tmp/CCSEMO/audio/spk99-4-1-208.wav,spk99-4-1-208.wav,-0.5,3.0,F,11.220,sad,train
/tmp/CCSEMO/audio/spk99-4-1-210.wav,spk99-4-1-210.wav,0.333,3.0,F,3.260,neutral,train
/tmp/CCSEMO/audio/spk99-4-1-211.wav,spk99-4-1-211.wav,0.5,3.833,F,7.000,happy,train
/tmp/CCSEMO/audio/spk99-5-1-1.wav,spk99-5-1-1.wav,-0.833,3.0,F,5.400,fear,train
/tmp/CCSEMO/audio/spk99-5-1-3.wav,spk99-5-1-3.wav,0.0,3.0,F,3.300,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-4.wav,spk99-5-1-4.wav,0.0,2.667,F,4.200,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-5.wav,spk99-5-1-5.wav,-0.167,3.333,F,4.690,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-6.wav,spk99-5-1-6.wav,0.0,3.333,F,6.900,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-8.wav,spk99-5-1-8.wav,-0.333,2.667,F,4.000,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-9.wav,spk99-5-1-9.wav,-0.333,2.667,F,5.300,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-10.wav,spk99-5-1-10.wav,-0.333,2.667,F,6.520,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-12.wav,spk99-5-1-12.wav,-0.333,2.667,F,5.770,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-14.wav,spk99-5-1-14.wav,-0.667,1.667,F,5.780,sad,train
/tmp/CCSEMO/audio/spk99-5-1-15.wav,spk99-5-1-15.wav,0.0,3.0,F,5.600,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-17.wav,spk99-5-1-17.wav,-0.667,2.333,F,5.685,sad,train
/tmp/CCSEMO/audio/spk99-5-1-19.wav,spk99-5-1-19.wav,-0.167,2.833,F,6.770,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-20.wav,spk99-5-1-20.wav,-0.833,3.167,F,5.520,sad,train
/tmp/CCSEMO/audio/spk99-5-1-21.wav,spk99-5-1-21.wav,0.667,3.833,F,6.405,happy,train
/tmp/CCSEMO/audio/spk99-5-1-22.wav,spk99-5-1-22.wav,-0.667,2.667,F,4.160,sad,train
/tmp/CCSEMO/audio/spk99-5-1-23.wav,spk99-5-1-23.wav,-0.667,2.333,F,7.890,sad,train
/tmp/CCSEMO/audio/spk99-5-1-25.wav,spk99-5-1-25.wav,-0.667,2.333,F,6.220,sad,train
/tmp/CCSEMO/audio/spk99-5-1-30.wav,spk99-5-1-30.wav,-0.333,3.0,F,5.460,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-31.wav,spk99-5-1-31.wav,0.5,3.0,F,7.350,happy,train
/tmp/CCSEMO/audio/spk99-5-1-35.wav,spk99-5-1-35.wav,-0.333,2.833,F,5.000,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-38.wav,spk99-5-1-38.wav,-0.333,2.333,F,5.230,sad,train
/tmp/CCSEMO/audio/spk99-5-1-40.wav,spk99-5-1-40.wav,0.167,3.0,F,6.450,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-41.wav,spk99-5-1-41.wav,0.0,3.0,F,5.400,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-42.wav,spk99-5-1-42.wav,-0.167,2.5,F,7.300,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-45.wav,spk99-5-1-45.wav,-0.333,3.0,F,9.060,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-47.wav,spk99-5-1-47.wav,-0.167,2.833,F,9.720,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-49.wav,spk99-5-1-49.wav,-0.667,3.0,F,5.140,sad,train
/tmp/CCSEMO/audio/spk99-5-1-50.wav,spk99-5-1-50.wav,-1.0,1.667,F,6.190,sad,train
/tmp/CCSEMO/audio/spk99-5-1-51.wav,spk99-5-1-51.wav,-0.833,2.333,F,6.660,sad,train
/tmp/CCSEMO/audio/spk99-5-1-52.wav,spk99-5-1-52.wav,-0.667,2.333,F,7.311,sad,train
/tmp/CCSEMO/audio/spk99-5-1-56.wav,spk99-5-1-56.wav,-0.5,2.833,F,4.180,sad,train
/tmp/CCSEMO/audio/spk99-5-1-57.wav,spk99-5-1-57.wav,-0.333,2.667,F,8.160,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-59.wav,spk99-5-1-59.wav,-1.0,4.0,F,3.015,fear,train
/tmp/CCSEMO/audio/spk99-5-1-62.wav,spk99-5-1-62.wav,-0.333,2.833,F,8.180,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-63.wav,spk99-5-1-63.wav,-0.333,2.833,F,6.675,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-65.wav,spk99-5-1-65.wav,-0.333,2.833,F,6.100,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-66.wav,spk99-5-1-66.wav,-0.833,2.667,F,5.500,sad,train
/tmp/CCSEMO/audio/spk99-5-1-71.wav,spk99-5-1-71.wav,-1.0,3.833,F,5.645,fear,train
/tmp/CCSEMO/audio/spk99-5-1-72.wav,spk99-5-1-72.wav,-0.5,2.5,F,5.080,sad,train
/tmp/CCSEMO/audio/spk99-5-1-73.wav,spk99-5-1-73.wav,-0.5,2.833,F,5.440,sad,train
/tmp/CCSEMO/audio/spk99-5-1-74.wav,spk99-5-1-74.wav,-0.5,2.667,F,5.240,sad,train
/tmp/CCSEMO/audio/spk99-5-1-77.wav,spk99-5-1-77.wav,-0.167,2.833,F,5.580,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-78.wav,spk99-5-1-78.wav,-0.333,2.833,F,3.240,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-80.wav,spk99-5-1-80.wav,-0.333,3.0,F,3.280,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-82.wav,spk99-5-1-82.wav,-0.833,2.833,F,6.580,fear,train
/tmp/CCSEMO/audio/spk99-5-1-85.wav,spk99-5-1-85.wav,-0.667,3.333,F,4.740,fear,train
/tmp/CCSEMO/audio/spk99-5-1-87.wav,spk99-5-1-87.wav,-0.667,2.667,F,5.100,sad,train
/tmp/CCSEMO/audio/spk99-5-1-89.wav,spk99-5-1-89.wav,-0.167,2.833,F,6.019,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-91.wav,spk99-5-1-91.wav,0.0,3.0,F,6.360,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-92.wav,spk99-5-1-92.wav,-0.833,3.167,F,5.300,fear,train
/tmp/CCSEMO/audio/spk99-5-1-93.wav,spk99-5-1-93.wav,-0.167,3.0,F,6.120,fear,train
/tmp/CCSEMO/audio/spk99-5-1-94.wav,spk99-5-1-94.wav,-0.333,3.333,F,5.520,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-95.wav,spk99-5-1-95.wav,-0.667,3.667,F,5.320,fear,train
/tmp/CCSEMO/audio/spk99-5-1-96.wav,spk99-5-1-96.wav,-0.667,3.667,F,6.220,fear,train
/tmp/CCSEMO/audio/spk99-5-1-98.wav,spk99-5-1-98.wav,-0.667,2.333,F,4.625,sad,train
/tmp/CCSEMO/audio/spk99-5-1-101.wav,spk99-5-1-101.wav,-0.833,3.167,F,8.660,fear,train
/tmp/CCSEMO/audio/spk99-5-1-103.wav,spk99-5-1-103.wav,-0.333,2.667,F,6.240,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-105.wav,spk99-5-1-105.wav,-0.667,3.5,F,6.420,fear,train
/tmp/CCSEMO/audio/spk99-5-1-106.wav,spk99-5-1-106.wav,-0.667,3.0,F,5.315,disgust,train
/tmp/CCSEMO/audio/spk99-5-1-107.wav,spk99-5-1-107.wav,-0.333,3.0,F,5.080,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-108.wav,spk99-5-1-108.wav,-1.0,2.833,F,8.460,sad,train
/tmp/CCSEMO/audio/spk99-5-1-112.wav,spk99-5-1-112.wav,0.167,3.167,F,3.560,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-115.wav,spk99-5-1-115.wav,-0.167,2.5,F,5.240,neutral,train
/tmp/CCSEMO/audio/spk99-5-1-116.wav,spk99-5-1-116.wav,-1.0,4.0,F,4.700,sad,train
/tmp/CCSEMO/audio/spk100-5-1-285.wav,spk100-5-1-285.wav,-0.333,3.333,M,9.300,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-286.wav,spk100-5-1-286.wav,0.0,3.0,M,10.780,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-287.wav,spk100-5-1-287.wav,0.0,3.0,M,12.250,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-288.wav,spk100-5-1-288.wav,0.0,3.0,M,7.500,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-289.wav,spk100-5-1-289.wav,0.0,3.0,M,4.540,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-290.wav,spk100-5-1-290.wav,0.0,2.667,M,5.320,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-291.wav,spk100-5-1-291.wav,0.0,3.0,M,7.020,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-292.wav,spk100-5-1-292.wav,0.0,3.0,M,3.400,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-294.wav,spk100-5-1-294.wav,0.0,2.667,M,7.040,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-295.wav,spk100-5-1-295.wav,0.0,3.0,M,5.460,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-296.wav,spk100-5-1-296.wav,0.0,3.0,M,3.180,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-297.wav,spk100-5-1-297.wav,-0.333,3.0,M,7.380,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-298.wav,spk100-5-1-298.wav,0.0,2.667,M,6.900,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-299.wav,spk100-5-1-299.wav,0.0,3.0,M,10.500,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-300.wav,spk100-5-1-300.wav,-0.667,3.167,M,9.600,fear,train
/tmp/CCSEMO/audio/spk100-5-1-301.wav,spk100-5-1-301.wav,-0.333,2.333,M,10.235,sad,train
/tmp/CCSEMO/audio/spk100-5-1-304.wav,spk100-5-1-304.wav,0.0,3.0,M,6.620,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-306.wav,spk100-5-1-306.wav,-0.333,3.0,M,5.060,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-307.wav,spk100-5-1-307.wav,0.0,3.0,M,5.320,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-309.wav,spk100-5-1-309.wav,0.0,2.667,M,3.320,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-310.wav,spk100-5-1-310.wav,0.0,2.667,M,5.100,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-311.wav,spk100-5-1-311.wav,0.0,2.667,M,7.900,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-312.wav,spk100-5-1-312.wav,0.0,2.333,M,5.740,sad,train
/tmp/CCSEMO/audio/spk100-5-1-313.wav,spk100-5-1-313.wav,0.0,2.667,M,4.430,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-314.wav,spk100-5-1-314.wav,0.0,3.0,M,5.780,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-317.wav,spk100-5-1-317.wav,0.0,2.667,M,5.350,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-318.wav,spk100-5-1-318.wav,0.0,3.0,M,5.100,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-319.wav,spk100-5-1-319.wav,0.0,3.0,M,7.010,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-320.wav,spk100-5-1-320.wav,0.0,3.0,M,5.720,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-321.wav,spk100-5-1-321.wav,0.0,3.0,M,6.560,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-322.wav,spk100-5-1-322.wav,0.0,3.0,M,6.460,neutral,train
/tmp/CCSEMO/audio/spk100-5-1-323.wav,spk100-5-1-323.wav,0.0,2.667,M,5.040,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-178.wav,spk119-5-1-178.wav,0.0,2.667,F,5.300,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-179.wav,spk119-5-1-179.wav,-0.167,3.0,F,7.180,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-181.wav,spk119-5-1-181.wav,0.0,2.667,F,10.050,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-182.wav,spk119-5-1-182.wav,0.0,2.333,F,7.810,sad,train
/tmp/CCSEMO/audio/spk119-5-1-183.wav,spk119-5-1-183.wav,0.0,2.667,F,5.820,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-184.wav,spk119-5-1-184.wav,0.0,2.667,F,11.380,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-185.wav,spk119-5-1-185.wav,0.0,2.667,F,14.390,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-186.wav,spk119-5-1-186.wav,0.0,3.0,F,5.400,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-187.wav,spk119-5-1-187.wav,0.0,2.667,F,10.320,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-188.wav,spk119-5-1-188.wav,0.0,2.667,F,9.430,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-189.wav,spk119-5-1-189.wav,0.0,2.667,F,5.760,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-190.wav,spk119-5-1-190.wav,0.0,2.833,F,6.090,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-191.wav,spk119-5-1-191.wav,-0.333,2.667,F,5.110,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-192.wav,spk119-5-1-192.wav,-0.667,2.667,F,8.080,sad,train
/tmp/CCSEMO/audio/spk119-5-1-193.wav,spk119-5-1-193.wav,-0.333,2.5,F,8.320,sad,train
/tmp/CCSEMO/audio/spk119-5-1-194.wav,spk119-5-1-194.wav,0.0,2.833,F,13.123,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-195.wav,spk119-5-1-195.wav,-0.333,2.667,F,10.430,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-197.wav,spk119-5-1-197.wav,-0.333,2.667,F,6.290,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-198.wav,spk119-5-1-198.wav,0.0,2.833,F,5.400,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-200.wav,spk119-5-1-200.wav,0.0,2.833,F,8.080,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-201.wav,spk119-5-1-201.wav,0.0,2.667,F,5.940,neutral,train
/tmp/CCSEMO/audio/spk119-5-1-202.wav,spk119-5-1-202.wav,0.0,2.333,F,11.330,sad,train
/tmp/CCSEMO/audio/spk119-5-1-204.wav,spk119-5-1-204.wav,-0.333,2.667,F,4.525,fear,train
/tmp/CCSEMO/audio/spk119-5-1-205.wav,spk119-5-1-205.wav,0.5,2.833,F,7.090,happy,train
/tmp/CCSEMO/audio/spk119-5-1-206.wav,spk119-5-1-206.wav,0.0,2.5,F,7.990,sad,train
/tmp/CCSEMO/audio/spk119-5-1-207.wav,spk119-5-1-207.wav,0.0,2.667,F,9.390,neutral,train
/tmp/CCSEMO/audio/spk142-2-1-46.wav,spk142-2-1-46.wav,0.0,2.667,F,8.480,neutral,train
/tmp/CCSEMO/audio/spk142-2-1-47.wav,spk142-2-1-47.wav,-0.167,2.667,F,5.410,sad,train
/tmp/CCSEMO/audio/spk142-2-1-48.wav,spk142-2-1-48.wav,-0.833,2.0,F,4.800,sad,train
/tmp/CCSEMO/audio/spk142-2-1-49.wav,spk142-2-1-49.wav,-0.667,2.0,F,6.120,sad,train
/tmp/CCSEMO/audio/spk142-2-1-52.wav,spk142-2-1-52.wav,-0.333,2.0,F,7.050,sad,train
/tmp/CCSEMO/audio/spk142-2-1-55.wav,spk142-2-1-55.wav,-0.667,2.167,F,5.720,sad,train
/tmp/CCSEMO/audio/spk142-2-1-56.wav,spk142-2-1-56.wav,-0.833,2.333,F,5.640,sad,train
/tmp/CCSEMO/audio/spk142-2-1-57.wav,spk142-2-1-57.wav,-0.833,2.0,F,6.760,sad,train
/tmp/CCSEMO/audio/spk142-2-1-58.wav,spk142-2-1-58.wav,-0.5,2.5,F,6.520,sad,train
/tmp/CCSEMO/audio/spk142-2-1-59.wav,spk142-2-1-59.wav,-0.667,2.167,F,5.520,fear,train
/tmp/CCSEMO/audio/spk142-2-1-61.wav,spk142-2-1-61.wav,-0.667,2.333,F,12.920,sad,train
/tmp/CCSEMO/audio/spk142-2-1-62.wav,spk142-2-1-62.wav,-0.667,2.167,F,5.060,sad,train
/tmp/CCSEMO/audio/spk142-2-1-64.wav,spk142-2-1-64.wav,-0.167,2.333,F,9.935,sad,train
/tmp/CCSEMO/audio/spk142-2-1-65.wav,spk142-2-1-65.wav,-0.5,3.0,F,5.160,sad,train
/tmp/CCSEMO/audio/spk142-2-1-67.wav,spk142-2-1-67.wav,-0.5,1.833,F,5.800,sad,train
/tmp/CCSEMO/audio/spk142-2-1-68.wav,spk142-2-1-68.wav,-0.833,2.167,F,7.570,sad,train
