name,audio_path,discrete_emotion,A,V,D,SpkrID,Gender,split_set,duration
MSP-PODCAST_0125_0041.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0125_0041.wav,N,2.8,4.0,3.2,284,Female,train,3.340063
MSP-PODCAST_0125_0049.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0125_0049.wav,N,4.166667,4.0,4.083333,284,Female,train,6.980062
MSP-PODCAST_0125_0058.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0125_0058.wav,N,3.5,4.333333,4.166667,38,Male,train,9.170063
MSP-PODCAST_0125_0065.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0125_0065.wav,N,2.8,4.2,3.4,38,Male,train,7.250063
MSP-PODCAST_0125_0146.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0125_0146.wav,N,4.0,4.666667,4.833333,38,Male,train,4.550063
MSP-PODCAST_0126_0078.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0078.wav,H,5.0,4.6,4.6,104,Female,train,3.860063
MSP-PODCAST_0126_0144.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0144.wav,C,5.0,3.6,4.6,104,Female,train,4.2200625
MSP-PODCAST_0126_0157.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0157.wav,H,6.090909,5.363636,5.454545,104,Female,train,9.700062
MSP-PODCAST_0126_0160.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0160.wav,H,4.2,4.6,4.0,104,Female,train,7.210063
MSP-PODCAST_0126_0249.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0249.wav,D,5.545455,2.545455,5.363636,104,Female,train,3.850062
MSP-PODCAST_0126_0254.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0254.wav,H,5.636364,5.818182,5.090909,104,Female,train,3.930063
MSP-PODCAST_0126_0258.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0258.wav,D,5.818182,4.0,5.090909,104,Female,train,4.230062
MSP-PODCAST_0126_0282.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0282.wav,U,5.1,4.5,4.7,104,Female,train,3.800063
MSP-PODCAST_0126_0359.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0359.wav,N,3.6,4.0,3.6,104,Female,train,4.210063
MSP-PODCAST_0126_0487.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0487.wav,N,3.909091,3.818182,4.545455,104,Female,train,2.950063
MSP-PODCAST_0126_0490.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0490.wav,H,2.818182,5.0,4.0,103,Male,train,3.360063
MSP-PODCAST_0126_0538.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0538.wav,X,3.4,4.6,4.4,103,Male,train,4.5000625
MSP-PODCAST_0126_0547.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0547.wav,H,5.454545,5.727273,4.818182,104,Female,train,4.620063
MSP-PODCAST_0126_0563.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0563.wav,N,2.454545,3.181818,2.727273,103,Male,train,3.100062
MSP-PODCAST_0126_0564.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0564.wav,N,3.4,4.2,3.4,103,Male,train,2.970063
MSP-PODCAST_0126_0594.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0594.wav,N,2.545455,4.090909,2.909091,103,Male,train,5.860062
MSP-PODCAST_0126_0619.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0619.wav,H,5.545455,5.636364,5.0,104,Female,train,3.120062
MSP-PODCAST_0126_0628.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0628.wav,H,5.909091,5.818182,5.818182,104,Female,train,3.390062
MSP-PODCAST_0126_0692.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0692.wav,H,4.0,5.6,3.8,104,Female,train,3.270062
MSP-PODCAST_0126_0932.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0932.wav,H,4.0,5.8,5.0,103,Male,train,2.990063
MSP-PODCAST_0126_0941.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0941.wav,N,4.4,4.4,4.2,103,Male,train,3.020062
MSP-PODCAST_0126_0951.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0951.wav,H,4.0,4.2,4.2,103,Male,train,4.800063
MSP-PODCAST_0126_0958.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0126_0958.wav,H,3.8,3.8,3.0,104,Female,train,4.630063
MSP-PODCAST_0127_0235.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0127_0235.wav,X,4.6,4.0,4.4,444,Female,train,3.7600625
MSP-PODCAST_0127_0388.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0127_0388.wav,H,6.3125,5.6875,5.75,132,Female,train,7.940062
MSP-PODCAST_0128_0095.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0128_0095.wav,X,2.2,4.0,3.0,38,Male,train,2.8000625
MSP-PODCAST_0128_0130.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0128_0130.wav,N,3.4,5.0,4.0,215,Male,train,3.590063
MSP-PODCAST_0129_0009.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0009.wav,H,5.333333,5.333333,5.666667,38,Male,train,5.79575
MSP-PODCAST_0129_0013.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0013.wav,X,4.2,4.4,4.2,74,Male,train,5.01
MSP-PODCAST_0129_0014.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0014.wav,H,3.8,5.4,5.4,74,Male,train,3.124938
MSP-PODCAST_0129_0016.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0016.wav,N,4.0,3.8,4.2,74,Male,train,3.947
MSP-PODCAST_0129_0017.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0017.wav,N,4.4,5.2,5.4,74,Male,train,5.79575
MSP-PODCAST_0129_0018.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0018.wav,H,4.4,5.2,4.2,74,Male,train,5.443562
MSP-PODCAST_0129_0019.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0019.wav,X,4.7,4.2,4.6,74,Male,train,3.580125
MSP-PODCAST_0129_0020.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0020.wav,N,3.166667,3.5,3.666667,74,Male,train,3.71225
MSP-PODCAST_0129_0021.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0021.wav,H,4.636364,5.545455,4.636364,74,Male,train,4.240375
MSP-PODCAST_0129_0022.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0022.wav,N,3.4,4.4,3.4,74,Male,train,3.735562
MSP-PODCAST_0129_0023.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0023.wav,N,3.8,4.8,4.8,74,Male,train,5.170813
MSP-PODCAST_0129_0024.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0024.wav,H,4.4,5.2,5.2,74,Male,train,4.504562
MSP-PODCAST_0129_0026.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0026.wav,H,3.8,4.4,5.0,74,Male,train,3.17475
MSP-PODCAST_0129_0028.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0028.wav,X,3.4,3.2,3.8,74,Male,train,6.16275
MSP-PODCAST_0129_0029.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0029.wav,S,3.2,3.2,3.6,74,Male,train,4.1085
MSP-PODCAST_0129_0031.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0031.wav,N,4.6,4.4,4.4,74,Male,train,5.04225
MSP-PODCAST_0129_0032.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0032.wav,X,4.0,5.4,4.6,74,Male,train,3.3615
MSP-PODCAST_0129_0033.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0033.wav,N,4.2,4.6,5.4,74,Male,train,3.828375
MSP-PODCAST_0129_0034.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0034.wav,H,4.727273,5.090909,5.090909,74,Male,train,7.0965
MSP-PODCAST_0129_0035.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0035.wav,N,3.5,4.6,3.8,74,Male,train,3.3615
MSP-PODCAST_0129_0036.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0036.wav,H,4.4,5.8,5.6,74,Male,train,5.322375
MSP-PODCAST_0129_0043.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0043.wav,X,4.2,4.0,4.0,74,Male,train,5.78925
MSP-PODCAST_0129_0044.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0044.wav,X,2.8,3.2,4.2,74,Male,train,4.8555
MSP-PODCAST_0129_0045.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0045.wav,X,5.2,4.4,4.6,74,Male,train,2.894625
MSP-PODCAST_0129_0052.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0052.wav,N,4.6,4.6,3.8,74,Male,train,3.14
MSP-PODCAST_0129_0053.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0053.wav,H,5.090909,5.0,4.727273,74,Male,train,5.605
MSP-PODCAST_0129_0056.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0056.wav,N,3.6,4.2,4.4,74,Male,train,3.6095
MSP-PODCAST_0129_0058.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0058.wav,N,3.333333,4.333333,3.5,74,Male,train,5.940437
MSP-PODCAST_0129_0065.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0065.wav,X,4.0,5.3,4.2,74,Male,train,3.6249375
MSP-PODCAST_0129_0081.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0081.wav,N,3.666667,4.444444,4.444444,74,Male,train,5.517
MSP-PODCAST_0129_0084.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0084.wav,A,4.833333,2.333333,4.833333,74,Male,train,9.478625
MSP-PODCAST_0129_0104.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0104.wav,H,5.545455,5.727273,5.363636,74,Male,train,5.194187
MSP-PODCAST_0129_0106.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0106.wav,N,4.909091,5.0,4.636364,74,Male,train,6.015813
MSP-PODCAST_0129_0108.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0108.wav,N,4.6,4.6,4.4,74,Male,train,7.776562
MSP-PODCAST_0129_0109.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0109.wav,D,4.666667,2.5,5.0,74,Male,train,7.042937
MSP-PODCAST_0129_0111.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0111.wav,N,4.666667,4.5,4.833333,74,Male,train,4.13775
MSP-PODCAST_0129_0112.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0112.wav,X,4.6,4.8,4.4,74,Male,train,3.991
MSP-PODCAST_0129_0115.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0115.wav,N,4.8,4.8,5.2,74,Male,train,7.189625
MSP-PODCAST_0129_0116.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0116.wav,A,5.2,2.8,5.4,74,Male,train,7.02675
MSP-PODCAST_0129_0118.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0118.wav,O,5.0,4.2,5.0,214,Female,train,3.7
MSP-PODCAST_0129_0120.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0120.wav,S,3.0,3.8,5.4,74,Male,train,7.075
MSP-PODCAST_0129_0124.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0124.wav,X,4.2,4.6,5.0,74,Male,train,6.80425
MSP-PODCAST_0129_0125.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0125.wav,N,3.2,4.0,4.0,74,Male,train,6.57725
MSP-PODCAST_0129_0126.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0126.wav,N,3.8,4.0,3.8,74,Male,train,5.399625
MSP-PODCAST_0129_0138.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0138.wav,H,5.363636,5.636364,5.272727,74,Male,train,6.554
MSP-PODCAST_0129_0139.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0139.wav,X,4.0,4.4,4.4,74,Male,train,5.3995625
MSP-PODCAST_0129_0141.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0141.wav,H,4.363636,5.727273,4.181818,74,Male,train,8.480875
MSP-PODCAST_0129_0142.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0142.wav,X,4.8,3.4,4.2,74,Male,train,7.6885
MSP-PODCAST_0129_0143.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0143.wav,H,5.363636,5.181818,5.181818,74,Male,train,7.307062
MSP-PODCAST_0129_0144.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0144.wav,N,3.8,4.8,4.8,74,Male,train,5.575625
MSP-PODCAST_0129_0147.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0147.wav,N,3.2,3.4,3.8,74,Male,train,8.28
MSP-PODCAST_0129_0150.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0150.wav,C,5.6,4.8,5.2,74,Male,train,8.3506875
MSP-PODCAST_0129_0157.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0157.wav,H,4.68,5.04,4.72,74,Male,train,7.45
MSP-PODCAST_0129_0171.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0171.wav,H,3.5,4.833333,4.333333,74,Male,train,3.670625
MSP-PODCAST_0129_0191.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0191.wav,N,3.333333,4.5,3.833333,74,Male,train,4.65
MSP-PODCAST_0129_0197.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0197.wav,A,4.166667,1.833333,4.333333,74,Male,train,7.999875
MSP-PODCAST_0129_0203.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0203.wav,X,4.888889,3.5,4.777778,74,Male,train,3.6388125
MSP-PODCAST_0129_0217.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0217.wav,N,4.916667,4.75,4.333333,74,Male,train,5.399563
MSP-PODCAST_0129_0226.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0226.wav,X,4.75,3.1875,5.25,74,Male,train,5.7810625
MSP-PODCAST_0129_0229.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0229.wav,X,4.454545,4.090909,4.818182,74,Male,train,5.6204375
MSP-PODCAST_0129_0231.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0231.wav,N,5.2,4.6,4.6,74,Male,train,4.548563
MSP-PODCAST_0129_0234.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0234.wav,N,3.6,3.6,3.6,74,Male,train,3.1655
MSP-PODCAST_0129_0264.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0264.wav,N,4.0,4.4,4.0,38,Male,train,6.0745
MSP-PODCAST_0129_0266.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0266.wav,H,3.7,4.0,4.6,74,Male,train,5.927812
MSP-PODCAST_0129_0272.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0272.wav,A,5.583333,2.916667,5.833333,74,Male,train,3.5215
MSP-PODCAST_0129_0273.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0273.wav,O,5.5,4.833333,5.5,74,Male,train,7.952625
MSP-PODCAST_0129_0278.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0278.wav,N,4.2,3.8,4.6,74,Male,train,3.580125
MSP-PODCAST_0129_0285.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0285.wav,N,3.0,3.8,4.2,74,Male,train,4.4605
MSP-PODCAST_0129_0295.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0295.wav,U,4.461538,2.846154,4.846154,74,Male,train,4.695312
MSP-PODCAST_0129_0302.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0302.wav,A,5.153846,3.0,5.307692,74,Male,train,4.1215
MSP-PODCAST_0129_0307.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0307.wav,H,5.076923,5.692308,5.153846,74,Male,train,8.011313
MSP-PODCAST_0129_0341.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0341.wav,X,5.166667,4.0,5.333333,74,Male,train,3.6130625
MSP-PODCAST_0129_0372.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0372.wav,N,3.833333,5.166667,4.5,74,Male,train,3.532188
MSP-PODCAST_0129_0374.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0374.wav,H,5.611111,5.166667,5.388889,74,Male,train,6.0745
MSP-PODCAST_0129_0377.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0129_0377.wav,A,5.214286,2.785714,5.428571,74,Male,train,9.0
MSP-PODCAST_0130_0020.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0020.wav,N,4.0,4.4,4.6,84,Male,train,3.130063
MSP-PODCAST_0130_0028.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0028.wav,H,4.176471,5.235294,4.647059,84,Male,train,5.620063
MSP-PODCAST_0130_0031.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0031.wav,H,4.4,4.8,4.8,84,Male,train,4.310062
MSP-PODCAST_0130_0038.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0038.wav,N,4.2,4.4,4.4,84,Male,train,7.470063
MSP-PODCAST_0130_0046.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0046.wav,N,3.0,4.4,4.6,83,Male,train,4.850062
MSP-PODCAST_0130_0052.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0052.wav,D,4.0,2.4,4.8,84,Male,train,8.570063
MSP-PODCAST_0130_0058.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0058.wav,N,3.0,4.4,3.4,84,Male,train,9.480063
MSP-PODCAST_0130_0060.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0060.wav,N,2.8,4.2,3.0,84,Male,train,4.260063
MSP-PODCAST_0130_0061.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0061.wav,N,2.2,3.8,3.4,83,Male,train,5.700062
MSP-PODCAST_0130_0062.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0062.wav,N,2.5,3.416667,3.166667,84,Male,train,3.730062
MSP-PODCAST_0130_0064.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0064.wav,N,3.818182,4.545455,4.363636,83,Male,train,6.090063
MSP-PODCAST_0130_0071.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0071.wav,N,3.4,3.8,3.8,84,Male,train,7.670063
MSP-PODCAST_0130_0078.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0078.wav,N,4.0,4.2,4.4,83,Male,train,6.250063
MSP-PODCAST_0130_0088.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0088.wav,N,4.2,4.8,3.6,83,Male,train,9.400063
MSP-PODCAST_0130_0102.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0102.wav,N,2.6,4.0,3.6,83,Male,train,7.420063
MSP-PODCAST_0130_0113.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0113.wav,N,2.133333,3.733333,3.133333,83,Male,train,7.840063
MSP-PODCAST_0130_0115.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0115.wav,N,2.181818,4.0,2.818182,83,Male,train,8.260063
MSP-PODCAST_0130_0116.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0116.wav,N,3.181818,4.272727,3.272727,84,Male,train,3.300063
MSP-PODCAST_0130_0117.wav,/mnt/shareEEx/liuyang/resources/datasets/MSP-PODCAST-Publish-2.0/Audios/MSP-PODCAST_0130_0117.wav,N,2.636364,3.454545,3.181818,83,Male,train,6.810062
